State,CD #,County,"County Pop. in CD","% of CD in County"
NC,11,Madison,"20,764",2.80%
NC,11,Mitchell,"15,579",2.10%
NC,11,Polk,"20,510",2.80%
NC,11,Rutherford,"23,785",3.20%
NC,11,Swain,"13,981",1.90%
NC,11,Transylvania,"33,090",4.50%
NC,11,Yancey,"17,818",2.40%
NC,12,Mecklenburg,"733,499",100.00%
NC,13,Alamance,"151,131",20.60%
NC,13,Caswell,"23,719",3.20%
NC,13,Chatham,"20,623",2.80%
NC,13,Davidson,"162,878",22.20%
NC,13,Davie,"41,240",5.60%
NC,13,Iredell,"1,946",0.30%
NC,13,Lee,"12,317",1.70%
NC,13,Person,39464,5.40%
NC,13,Randolph,141752,19.30%
NC,13,Rowan,138428,18.90%
ND,1,Adams,"2,343",0.30%
ND,1,Barnes,"11,066",1.60%
ND,1,Benson,"6,660",1.00%
ND,1,Billings,783,0.10%
ND,1,Bottineau,"6,429",1.00%
ND,1,Bowman,"3,151",0.50%
ND,1,Burke,"1,968",0.30%
ND,1,Burleigh,"81,308",12.10%
ND,1,Cass,"149,778",22.30%
ND,1,Cavalier,"3,993",0.60%
ND,1,Dickey,"5,289",0.80%
ND,1,Divide,"2,071",0.30%
ND,1,Dunn,"3,536",0.50%
ND,1,Eddy,"2,385",0.40%
ND,1,Emmons,"3,550",0.50%
ND,1,Foster,"3,343",0.50%
ND,1,Golden Valley,"1,680",0.20%
ND,1,Grand Forks,"66,861",9.90%
ND,1,Grant,"2,394",0.40%
ND,1,Griggs,"2,420",0.40%
ND,1,Hettinger,"2,477",0.40%
ND,1,Kidder,"2,435",0.40%
ND,1,LaMoure,"4,139",0.60%
ND,1,Logan,"1,990",0.30%
ND,1,McHenry,"5,395",0.80%
ND,1,McIntosh,"2,809",0.40%
ND,1,McKenzie,"6,360",0.90%
ND,1,McLean,"8,962",1.30%
ND,1,Mercer,"8,424",1.30%
ND,1,Morton,"27,471",4.10%
ND,1,Mountrail,"7,673",1.10%
ND,1,Nelson,"3,126",0.50%
ND,1,Oliver,"1,846",0.30%
ND,1,Pembina,"7,413",1.10%
ND,1,Pierce,"4,357",0.60%
ND,1,Ramsey,"11,451",1.70%
ND,1,Ransom,"5,457",0.80%
ND,1,Renville,"2,470",0.40%
ND,1,Richland,"16,321",2.40%
ND,1,Rolette,"13,937",2.10%
ND,1,Sargent,"3,829",0.60%
ND,1,Sheridan,"1,321",0.20%
ND,1,Sioux,"4,153",0.60%
ND,1,Slope,727,0.10%
ND,1,Stark,"24,199",3.60%
ND,1,Steele,"1,975",0.30%
ND,1,Stutsman,"21,100",3.10%
ND,1,Towner,"2,246",0.30%
ND,1,Traill,"8,121",1.20%
ND,1,Walsh,"11,119",1.70%
ND,1,Ward,"61,675",9.20%
ND,1,Wells,"4,207",0.60%
ND,1,Williams,"22,398",3.30%
NE,1,Burt,"6,858",1.10%
NE,1,Butler,"8,395",1.40%
NE,1,Cass,"25,241",4.10%
NE,1,Colfax,"10,515",1.70%
NE,1,Cuming,"9,139",1.50%
NE,1,Dixon,273,0.00%
NE,1,Dodge,"36,691",6.00%
NE,1,Lancaster,"285,407",46.90%
NE,1,Madison,"34,876",5.70%
NE,1,Otoe,"15,740",2.60%
NE,1,Platte,"32,237",5.30%
NE,1,Polk,"5,406",0.90%
NE,1,Sarpy,"67,169",11.00%
NE,1,Saunders,"20,780",3.40%
NE,1,Seward,"16,750",2.80%
NE,1,Stanton,"6,129",1.00%
NE,1,Thurston,"6,940",1.10%
NE,1,Washington,"20,234",3.30%
NE,2,Douglas,"517,110",84.90%
NE,2,Sarpy,"91,671",15.10%
NE,3,Adams,"31,364",5.20%
NE,3,Antelope,"6,685",1.10%
NE,3,Arthur,460,0.10%
NE,3,Banner,690,0.10%
NE,3,Blaine,478,0.10%
NE,3,Boone,"5,505",0.90%
NE,3,Box Butte,"11,308",1.90%
NE,3,Boyd,"2,099",0.30%
NE,3,Brown,"3,145",0.50%
NE,3,Buffalo,"46,102",7.60%
NE,3,Cedar,"8,852",1.50%
NE,3,Chase,"3,966",0.70%
NE,3,Cherry,"5,713",0.90%
NE,3,Cheyenne,"9,998",1.60%
NE,3,Clay,"6,542",1.10%
NE,3,Custer,"10,939",1.80%
NE,3,Dakota,"21,006",3.50%
NE,3,Dawes,"9,182",1.50%
NE,3,Dawson,"24,326",4.00%
NE,3,Deuel,"1,941",0.30%
NE,3,Dixon,"5,727",0.90%
NE,3,Dundy,"2,008",0.30%
NE,3,Fillmore,"5,890",1.00%
NE,3,Franklin,"3,225",0.50%
NE,3,Frontier,"2,756",0.50%
NE,3,Furnas,"4,959",0.80%
NE,3,Gage,"22,311",3.70%
NE,3,Garden,"2,057",0.30%
NE,3,Garfield,"2,049",0.30%
NE,3,Gosper,"2,044",0.30%
NE,3,Grant,614,0.10%
NE,3,Greeley,"2,538",0.40%
NE,3,Hall,"58,607",9.60%
NE,3,Hamilton,"9,124",1.50%
NE,3,Harlan,"3,423",0.60%
NE,3,Hayes,967,0.20%
NE,3,Hitchcock,"2,908",0.50%
NE,3,Holt,"10,435",1.70%
NE,3,Hooker,736,0.10%
NE,3,Howard,"6,274",1.00%
NE,3,Jefferson,"7,547",1.20%
NE,3,Johnson,"5,217",0.90%
NE,3,Kearney,"6,489",1.10%
NE,3,Keith,"8,368",1.40%
NE,3,Keya Paha,824,0.10%
NE,3,Kimball,"3,821",0.60%
NE,3,Knox,"8,701",1.40%
NE,3,Lincoln,"36,288",6.00%
NE,3,Logan,763,0.10%
NE,3,Loup,632,0.10%
NE,3,McPherson,539,0.10%
NE,3,Merrick,"7,845",1.30%
NE,3,Morrill,"5,042",0.80%
NE,3,Nance,"3,735",0.60%
NE,3,Nemaha,"7,248",1.20%
NE,3,Nuckolls,"4,500",0.70%
NE,3,Pawnee,"2,773",0.50%
NE,3,Perkins,"2,970",0.50%
NE,3,Phelps,"9,188",1.50%
NE,3,Pierce,"7,266",1.20%
NE,3,Red Willow,"11,055",1.80%
NE,3,Richardson,"8,363",1.40%
NE,3,Rock,"1,526",0.30%
NE,3,Saline,"14,200",2.30%
NE,3,Scotts Bluff,"36,970",6.10%
NE,3,Sheridan,"5,469",0.90%
NE,3,Sherman,"3,152",0.50%
NE,3,Sioux,"1,311",0.20%
NE,3,Thayer,"5,228",0.90%
NE,3,Thomas,647,0.10%
NE,3,Valley,"4,260",0.70%
NE,3,Wayne,"9,595",1.60%
NE,3,Webster,"3,812",0.60%
NE,3,Wheeler,818,0.10%
NE,3,York,"13,665",2.20%
NH,1,Belknap,"58,990",9.00%
NH,1,Carroll,"47,818",7.30%
NH,1,Grafton,"3,333",0.50%
NH,1,Hillsborough,"173,909",26.40%
NH,1,Merrimack,"13,451",2.00%
NH,1,Rockingham,"237,581",36.10%
NH,1,Strafford,"123,143",18.70%
NH,2,Belknap,"1,098",0.20%
NH,2,Cheshire,"77,117",11.70%
NH,2,Coos,"33,055",5.00%
NH,2,Grafton,"85,785",13.00%
NH,2,Hillsborough,"226,812",34.50%
NH,2,Merrimack,"132,994",20.20%
NH,2,Rockingham,"57,642",8.80%
NH,2,Sullivan,"43,742",6.60%
NJ,1,Burlington,"26,538",3.60%
NJ,1,Camden,"503,008",68.70%
NJ,1,Gloucester,"203,118",27.70%
NJ,2,Atlantic,"274,549",37.50%
NJ,2,Burlington,"2,130",0.30%
NJ,2,Camden,"10,649",1.50%
NJ,2,Cape May,"97,265",13.30%
NJ,2,Cumberland,"156,898",21.40%
NJ,2,Gloucester,"85,170",11.60%
NJ,2,Ocean,"39,917",5.40%
NJ,2,Salem,"66,083",9.00%
NJ,3,Burlington,"420,066",57.30%
NJ,3,Ocean,"312,483",42.70%
NJ,4,Mercer,"102,106",13.90%
NJ,4,Monmouth,"406,484",55.50%
NJ,4,Ocean,"224,167",30.60%
NJ,5,Bergen,"526,098",71.80%
NJ,5,Passaic,"38,067",5.20%
NJ,5,Sussex,"100,040",13.70%
NJ,5,Warren,"68,467",9.30%
NJ,6,Middlesex,"508,761",69.40%
NJ,6,Monmouth,"223,896",30.60%
NJ,6,Union,1,0.00%
NJ,7,Essex,"20,175",2.80%
NJ,7,Hunterdon,"128,349",17.50%
NJ,7,Morris,"124,775",17.00%
NJ,7,Somerset,"235,835",32.20%
NJ,7,Union,"183,323",25.00%
NJ,7,Warren,"40,225",5.50%
NJ,8,Bergen,"13,835",1.90%
NJ,8,Essex,"159,680",21.80%
NJ,8,Hudson,"434,165",59.30%
NJ,8,Union,"124,969",17.10%
NJ,9,Bergen,"365,183",49.80%
NJ,9,Hudson,"34,376",4.70%
NJ,9,Passaic,"333,090",45.50%
NJ,10,Essex,"418,251",57.10%
NJ,10,Hudson,"165,725",22.60%
NJ,10,Union,"148,662",20.30%
NJ,11,Essex,"185,863",25.40%
NJ,11,Morris,"367,501",50.20%
NJ,11,Passaic,"130,069",17.80%
NJ,11,Sussex,"49,225",6.70%
NJ,12,Mercer,"264,407",36.10%
NJ,12,Middlesex,"301,097",41.10%
NJ,12,Somerset,"87,609",12.00%
NJ,12,Union,"79,544",10.90%
NM,1,Bernalillo,"632,625",92.20%
NM,1,Sandoval,"20,593",3.00%
NM,1,Santa Fe,"5,390",0.80%
NM,1,Torrance,"16,383",2.40%
NM,1,Valencia,"11,402",1.70%
NM,2,Bernalillo,"2,489",0.40%
NM,2,Catron,"3,725",0.50%
NM,2,Chaves,"65,645",9.60%
NM,2,Cibola,"27,213",4.00%
NM,2,DeBaca,"2,022",0.30%
NM,2,Dona Ana,"209,233",30.50%
NM,2,Eddy,"53,829",7.80%
NM,2,Grant,"29,514",4.30%
NM,2,Guadalupe,"4,687",0.70%
NM,2,Hidalgo,"4,894",0.70%
NM,2,Lea,"64,727",9.40%
NM,2,Lincoln,"20,497",3.00%
NM,2,Luna,"25,095",3.70%
NM,2,McKinley,"7,001",1.00%
NM,2,Otero,"63,797",9.30%
NM,2,Roosevelt,"7,010",1.00%
NM,2,Sierra,"11,988",1.70%
NM,2,Socorro,"17,866",2.60%
NM,2,Valencia,"65,167",9.50%
NM,3,Bernalillo,"27,450",4.00%
NM,3,Colfax,"13,750",2.00%
NM,3,Curry,"48,376",7.00%
NM,3,Harding,695,0.10%
NM,3,Los Alamos,"17,950",2.60%
NM,3,McKinley,"64,491",9.40%
NM,3,Mora,"4,881",0.70%
NM,3,Quay,"9,041",1.30%
NM,3,Rio Arriba,"40,246",5.90%
NM,3,Roosevelt,"12,836",1.90%
NM,3,Sandoval,"110,968",16.20%
NM,3,San Juan,"130,044",18.90%
NM,3,San Miguel,"29,393",4.30%
NM,3,Santa Fe,"138,780",20.20%
NM,3,Taos,"32,937",4.80%
NM,3,Union,"4,549",0.70%
NV,1,Clark,"675,138",100.00%
NV,2,Churchill,"24,877",3.70%
NV,2,Douglas,"46,997",7.00%
NV,2,Elko,"48,818",7.20%
NV,2,Eureka,"1,987",0.30%
NV,2,Humboldt,"16,528",2.40%
NV,2,Lander,"5,775",0.90%
NV,2,Lyon,"42,712",6.30%
NV,2,Pershing,"6,753",1.00%
NV,2,Storey,"4,010",0.60%
NV,2,Washoe,"421,407",62.40%
NV,2,Carson City,"55,274",8.20%
NV,3,Clark,"675,138",100.00%
NV,4,Clark,"600,993",89.00%
NV,4,Esmeralda,783,0.10%
NV,4,Lincoln,"5,345",0.80%
NV,4,Lyon,"9,268",1.40%
NV,4,Mineral,"4,772",0.70%
NV,4,Nye,"43,946",6.50%
NV,4,White Pine,"10,030",1.50%
NY,1,Suffolk,"717,707",100.00%
NY,2,Nassau,"182,328",25.40%
NY,2,Suffolk,"535,380",74.60%
NY,3,Nassau,"357,232",49.80%
NY,3,Queens,"120,212",16.70%
NY,3,Suffolk,"240,263",33.50%
NY,4,Nassau,"717,708",100.00%
NY,5,Nassau,"82,264",11.50%
NY,5,Queens,"635,444",88.50%
NY,6,Queens,"717,707",100.00%
NY,7,Kings,"504,423",70.30%
NY,7,New York,"97,777",13.60%
NY,7,Queens,"115,508",16.10%
NY,8,Kings,"670,533",93.40%
NY,8,Queens,"47,175",6.60%
NY,9,Kings,"717,708",100.00%
NY,10,Kings,"298,906",41.60%
NY,10,New York,"418,801",58.40%
NY,11,Kings,"248,978",34.70%
NY,11,Richmond,"468,730",65.30%
NY,12,Kings,"64,152",8.90%
NY,12,New York,"537,780",74.90%
NY,12,Queens,"115,775",16.10%
NY,13,Bronx,"186,192",25.90%
NY,13,New York,"531,515",74.10%
NY,14,Bronx,"238,807",33.30%
NY,14,Queens,"478,901",66.70%
NY,15,Bronx,"717,708",100.00%
NY,16,Bronx,"242,401",33.80%
NY,16,Westchester,"475,306",66.20%
NY,17,Rockland,"311,687",43.40%
NY,17,Westchester,"406,021",56.60%
NY,18,Dutchess,"177,398",24.70%
NY,18,Orange,"372,813",51.90%
NY,18,Putnam,"99,710",13.90%
NY,18,Westchester,"67,786",9.40%
NY,19,Broome,"2,311",0.30%
NY,19,Columbia,"63,096",8.80%
NY,19,Delaware,"47,980",6.70%
NY,19,Dutchess,"120,090",16.70%
NY,19,Greene,"49,221",6.90%
NY,19,Montgomery,"15,613",2.20%
NY,19,Otsego,"62,259",8.70%
NY,19,Rensselaer,"64,349",9.00%
NY,19,Schoharie,"32,749",4.60%
NY,19,Sullivan,"77,547",10.80%
NY,19,Ulster,"182,493",25.40%
NY,20,Albany,"304,204",42.40%
NY,20,Montgomery,"34,606",4.80%
NY,20,Rensselaer,"95,080",13.20%
NY,20,Saratoga,"129,091",18.00%
NY,20,Schenectady,"154,727",21.60%
NY,21,Clinton,"82,128",11.40%
NY,21,Essex,"39,370",5.50%
NY,21,Franklin,"51,599",7.20%
NY,21,Fulton,"55,531",7.70%
NY,21,Hamilton,"4,836",0.70%
NY,21,Herkimer,"9,544",1.30%
NY,21,Jefferson,"116,229",16.20%
NY,21,Lewis,"27,087",3.80%
NY,21,St. Lawrence,"111,944",15.60%
NY,21,Saratoga,"90,516",12.60%
NY,21,Warren,"65,707",9.20%
NY,21,Washington,"63,216",8.80%
NY,22,Broome,"198,289",27.60%
NY,22,Chenango,"50,477",7.00%
NY,22,Cortland,"49,336",6.90%
NY,22,Herkimer,"54,975",7.70%
NY,22,Madison,"73,442",10.20%
NY,22,Oneida,"234,878",32.70%
NY,22,Oswego,"45,226",6.30%
NY,22,Tioga,"11,085",1.50%
NY,23,Allegany,"48,946",6.80%
NY,23,Cattaraugus,"80,317",11.20%
NY,23,Chautauqua,"134,905",18.80%
NY,23,Chemung,"88,830",12.40%
NY,23,Ontario,"45,173",6.30%
NY,23,Schuyler,"18,343",2.60%
NY,23,Seneca,"35,251",4.90%
NY,23,Steuben,"98,990",13.80%
NY,23,Tioga,"40,040",5.60%
NY,23,Tompkins,"101,564",14.20%
NY,23,Yates,"25,348",3.50%
NY,24,Cayuga,"80,026",11.20%
NY,24,Onondaga,"467,026",65.10%
NY,24,Oswego,"76,883",10.70%
NY,24,Wayne,"93,772",13.10%
NY,25,Monroe,"717,707",100.00%
NY,26,Erie,"635,963",88.60%
NY,26,Niagara,"81,744",11.40%
NY,27,Erie,"283,077",39.40%
NY,27,Genesee,"60,079",8.40%
NY,27,Livingston,"65,393",9.10%
NY,27,Monroe,"26,637",3.70%
NY,27,Niagara,"134,725",18.80%
NY,27,Ontario,"62,758",8.70%
NY,27,Orleans,"42,883",6.00%
NY,27,Wyoming,"42,155",5.90%
OH,1,Hamilton,"508,339",70.50%
OH,1,Warren,"212,693",29.50%
OH,2,Adams,"28,550",4.00%
OH,2,Brown,"44,846",6.20%
OH,2,Clermont,"197,363",27.40%
OH,2,Hamilton,"294,035",40.80%
OH,2,Highland,"43,589",6.00%
OH,2,Pike,"28,709",4.00%
OH,2,Ross,"42,041",5.80%
OH,2,Scioto,"41,898",5.80%
OH,3,Franklin,"721,046",100.00%
OH,4,Allen,"106,331",14.70%
OH,4,Auglaize,"45,949",6.40%
OH,4,Champaign,"40,097",5.60%
OH,4,Crawford,"43,784",6.10%
OH,4,Erie,"11,786",1.60%
OH,4,Huron,"31,826",4.40%
OH,4,Logan,"45,858",6.40%
OH,4,Lorain,"114,574",15.90%
OH,4,Marion,"58,498",8.10%
OH,4,Mercer,"2,917",0.40%
OH,4,Sandusky,"60,944",8.50%
OH,4,Seneca,"56,745",7.90%
OH,4,Shelby,"49,423",6.90%
OH,4,Union,"52,300",7.30%
OH,5,Defiance,"39,037",5.40%
OH,5,Fulton,"42,698",5.90%
OH,5,Hancock,"74,782",10.40%
OH,5,Hardin,"32,058",4.40%
OH,5,Henry,"28,215",3.90%
OH,5,Lucas,"194,708",27.00%
OH,5,Mercer,"21,063",2.90%
OH,5,Ottawa,"19,868",2.80%
OH,5,Paulding,"19,614",2.70%
OH,5,Putnam,"34,499",4.80%
OH,5,Van Wert,"28,744",4.00%
OH,5,Williams,"37,642",5.20%
OH,5,Wood,"125,488",17.40%
OH,5,Wyandot,"22,615",3.10%
OH,6,Athens,"4,149",0.60%
OH,6,Belmont,"70,400",9.80%
OH,6,Carroll,"28,836",4.00%
OH,6,Columbiana,"107,841",15.00%
OH,6,Gallia,"30,934",4.30%
OH,6,Guernsey,"40,087",5.60%
OH,6,Harrison,"15,864",2.20%
OH,6,Jackson,"33,225",4.60%
OH,6,Jefferson,"69,709",9.70%
OH,6,Lawrence,"62,450",8.70%
OH,6,Mahoning,"51,913",7.20%
OH,6,Meigs,"23,770",3.30%
OH,6,Monroe,"14,642",2.00%
OH,6,Muskingum,"27,273",3.80%
OH,6,Noble,"14,645",2.00%
OH,6,Scioto,"37,601",5.20%
OH,6,Tuscarawas,"25,915",3.60%
OH,6,Washington,"61,778",8.60%
OH,7,Ashland,"53,139",7.40%
OH,7,Coshocton,"36,901",5.10%
OH,7,Holmes,"42,366",5.90%
OH,7,Huron,"27,800",3.90%
OH,7,Knox,"60,921",8.40%
OH,7,Licking,5,0.00%
OH,7,Lorain,"83,349",11.60%
OH,7,Medina,"59,690",8.30%
OH,7,Richland,"49,746",6.90%
OH,7,Stark,"240,454",33.30%
OH,7,Tuscarawas,"66,667",9.20%
OH,8,Butler,"368,130",51.10%
OH,8,Clark,"138,333",19.20%
OH,8,Darke,"52,959",7.30%
OH,8,Mercer,"16,834",2.30%
OH,8,Miami,"102,506",14.20%
OH,8,Preble,"42,270",5.90%
OH,9,Cuyahoga,"283,639",39.30%
OH,9,Erie,"65,293",9.10%
OH,9,Lorain,"103,433",14.30%
OH,9,Lucas,"247,107",34.30%
OH,9,Ottawa,"21,560",3.00%
OH,10,Fayette,"24,306",3.40%
OH,10,Greene,"161,573",22.40%
OH,10,Montgomery,"535,153",74.20%
OH,11,Cuyahoga,"621,401",86.20%
OH,11,Summit,"99,631",13.80%
OH,12,Delaware,"174,214",24.20%
OH,12,Franklin,"203,964",28.30%
OH,12,Licking,"166,487",23.10%
OH,12,Marion,"8,003",1.10%
OH,12,Morrow,"34,827",4.80%
OH,12,Muskingum,"58,801",8.20%
OH,12,Richland,"74,729",10.40%
OH,13,Mahoning,"186,910",25.90%
OH,13,Portage,"92,483",12.80%
OH,13,Stark,"27,789",3.90%
OH,13,Summit,"226,553",31.40%
OH,13,Trumbull,"187,296",26.00%
OH,14,Ashtabula,"101,497",14.10%
OH,14,Cuyahoga,"104,689",14.50%
OH,14,Geauga,"93,389",13.00%
OH,14,Lake,"230,041",31.90%
OH,14,Portage,"36,357",5.00%
OH,14,Summit,"132,043",18.30%
OH,14,Trumbull,"23,016",3.20%
OH,15,Athens,"60,608",8.40%
OH,15,Clinton,"42,040",5.80%
OH,15,Fairfield,"146,156",20.30%
OH,15,Fayette,"4,724",0.70%
OH,15,Franklin,"238,404",33.10%
OH,15,Hocking,"29,380",4.10%
OH,15,Madison,"43,435",6.00%
OH,15,Morgan,"15,054",2.10%
OH,15,Perry,"36,058",5.00%
OH,15,Pickaway,"55,698",7.70%
OH,15,Ross,"36,023",5.00%
OH,15,Vinton,"13,435",1.90%
OH,16,Cuyahoga,"270,393",37.50%
OH,16,Medina,"112,642",15.60%
OH,16,Portage,"32,579",4.50%
OH,16,Stark,"107,343",14.90%
OH,16,Summit,"83,554",11.60%
OH,16,Wayne,"114,520",15.90%
OK,1,Creek,"7,054",0.90%
OK,1,Rogers,"15,752",2.10%
OK,1,Tulsa,"603,403",80.40%
OK,1,Wagoner,"73,085",9.70%
OK,1,Washington,"50,976",6.80%
OK,2,Adair,"22,683",3.00%
OK,2,Atoka,"14,182",1.90%
OK,2,Bryan,"42,416",5.70%
OK,2,Cherokee,"46,987",6.30%
OK,2,Choctaw,"15,205",2.00%
OK,2,Coal,"5,925",0.80%
OK,2,Craig,"15,029",2.00%
OK,2,Delaware,"41,487",5.50%
OK,2,Haskell,"12,769",1.70%
OK,2,Hughes,"14,003",1.90%
OK,2,Johnston,"10,957",1.50%
OK,2,Latimer,"11,154",1.50%
OK,2,Le Flore,"50,384",6.70%
OK,2,McCurtain,"33,151",4.40%
OK,2,McIntosh,"20,252",2.70%
OK,2,Marshall,"15,840",2.10%
OK,2,Mayes,"41,259",5.50%
OK,2,Muskogee,"70,990",9.50%
OK,2,Nowata,"10,536",1.40%
OK,2,Okfuskee,"12,191",1.60%
OK,2,Okmulgee,"40,069",5.30%
OK,2,Ottawa,"31,848",4.20%
OK,2,Pittsburg,"45,837",6.10%
OK,2,Pushmataha,"11,572",1.50%
OK,2,Rogers,"71,153",9.50%
OK,2,Sequoyah,"42,391",5.70%
OK,3,Alfalfa,"5,642",0.80%
OK,3,Beaver,"5,636",0.80%
OK,3,Beckham,"22,119",2.90%
OK,3,Blaine,"11,943",1.60%
OK,3,Caddo,"29,600",3.90%
OK,3,Canadian,"96,588",12.90%
OK,3,Cimarron,"2,475",0.30%
OK,3,Creek,"62,913",8.40%
OK,3,Custer,"27,469",3.70%
OK,3,Dewey,"4,810",0.60%
OK,3,Ellis,"4,151",0.60%
OK,3,Garfield,"60,580",8.10%
OK,3,Grant,"4,527",0.60%
OK,3,Greer,"6,239",0.80%
OK,3,Harmon,"2,922",0.40%
OK,3,Harper,"3,685",0.50%
OK,3,Jackson,"26,446",3.50%
OK,3,Kay,"46,562",6.20%
OK,3,Kingfisher,"15,034",2.00%
OK,3,Kiowa,"9,446",1.30%
OK,3,Lincoln,"34,273",4.60%
OK,3,Logan,"41,848",5.60%
OK,3,Major,"7,527",1.00%
OK,3,Noble,"11,561",1.50%
OK,3,Osage,"47,472",6.30%
OK,3,Pawnee,"16,577",2.20%
OK,3,Payne,"77,350",10.30%
OK,3,Roger Mills,"3,647",0.50%
OK,3,Texas,"20,640",2.80%
OK,3,Washita,"11,629",1.50%
OK,3,Woods,"8,878",1.20%
OK,3,Woodward,"20,081",2.70%
OK,4,Canadian,"18,953",2.50%
OK,4,Carter,"47,557",6.30%
OK,4,Cleveland,"255,755",34.10%
OK,4,Comanche,"124,098",16.50%
OK,4,Cotton,"6,193",0.80%
OK,4,Garvin,"27,576",3.70%
OK,4,Grady,"52,431",7.00%
OK,4,Jefferson,"6,472",0.90%
OK,4,Love,"9,423",1.30%
OK,4,McClain,"34,506",4.60%
OK,4,Murray,"13,488",1.80%
OK,4,Oklahoma,"63,286",8.40%
OK,4,Pontotoc,"37,492",5.00%
OK,4,Stephens,"45,048",6.00%
OK,4,Tillman,"7,992",1.10%
OK,5,Oklahoma,"655,347",87.30%
OK,5,Pottawatomie,"69,442",9.30%
OK,5,Seminole,"25,482",3.40%
OR,1,Clatsop,"37,039",4.80%
OR,1,Columbia,"49,351",6.40%
OR,1,Multnomah,"50,923",6.60%
OR,1,Polk,3,0.00%
OR,1,Washington,"529,710",69.10%
OR,1,Yamhill,"99,191",12.90%
OR,2,Baker,"16,134",2.10%
OR,2,Crook,"20,978",2.70%
OR,2,Deschutes,"157,733",20.60%
OR,2,Gilliam,"1,871",0.20%
OR,2,Grant,"7,445",1.00%
OR,2,Harney,"7,422",1.00%
OR,2,Hood River,"22,346",2.90%
OR,2,Jackson,"203,206",26.50%
OR,2,Jefferson,"21,720",2.80%
OR,2,Josephine,"53,535",7.00%
OR,2,Klamath,"66,380",8.70%
OR,2,Lake,"7,895",1.00%
OR,2,Malheur,"31,313",4.10%
OR,2,Morrow,"11,173",1.50%
OR,2,Sherman,"1,765",0.20%
OR,2,Umatilla,"75,889",9.90%
OR,2,Union,"25,748",3.40%
OR,2,Wallowa,"7,008",0.90%
OR,2,Wasco,"25,213",3.30%
OR,2,Wheeler,"1,441",0.20%
OR,3,Clackamas,"89,120",11.60%
OR,3,Multnomah,"677,095",88.40%
OR,4,Benton,"75,575",9.90%
OR,4,Coos,"63,043",8.20%
OR,4,Curry,"22,364",2.90%
OR,4,Douglas,"107,667",14.10%
OR,4,Josephine,"29,178",3.80%
OR,4,Lane,"351,715",45.90%
OR,4,Linn,"116,672",15.20%
OR,5,Benton,"10,004",1.30%
OR,5,Clackamas,"286,872",37.40%
OR,5,Lincoln,"46,034",6.00%
OR,5,Marion,"315,335",41.20%
OR,5,Multnomah,"7,316",1.00%
OR,5,Polk,"75,400",9.80%
OR,5,Tillamook,"25,250",3.30%
OR,5,Yamhill,2,0.00%
PA,1,Bucks,"625,249",88.60%
PA,1,Montgomery,"80,438",11.40%
PA,2,Philadelphia,"705,688",100.00%
PA,3,Philadelphia,"705,688",100.00%
PA,4,Berks,"18,330",2.60%
PA,4,Montgomery,"687,357",97.40%
PA,5,Delaware,"558,979",79.20%
PA,5,Montgomery,"32,079",4.50%
PA,5,Philadelphia,"114,630",16.20%
PA,6,Berks,"206,802",29.30%
PA,6,Chester,"498,886",70.70%
PA,7,Lehigh,"349,497",49.50%
PA,7,Monroe,"58,456",8.30%
PA,7,Northampton,"297,735",42.20%
PA,8,Lackawanna,"214,437",30.40%
PA,8,Luzerne,"269,673",38.20%
PA,8,Monroe,"111,386",15.80%
PA,8,Pike,"57,369",8.10%
PA,8,Wayne,"52,822",7.50%
PA,9,Berks,"186,310",26.40%
PA,9,Carbon,"65,249",9.20%
PA,9,Columbia,"67,295",9.50%
PA,9,Lebanon,"133,568",18.90%
PA,9,Luzerne,"51,245",7.30%
PA,9,Montour,"18,267",2.60%
PA,9,Northumberland,"35,464",5.00%
PA,9,Schuylkill,"148,289",21.00%
PA,10,Cumberland,"188,859",26.80%
PA,10,Dauphin,"268,100",38.00%
PA,10,York,"248,729",35.20%
PA,11,Lancaster,"519,445",73.60%
PA,11,York,"186,243",26.40%
PA,12,Bradford,"62,622",8.90%
PA,12,Centre,"89,219",12.60%
PA,12,Clinton,"39,238",5.60%
PA,12,Juniata,"24,636",3.50%
PA,12,Lycoming,"116,111",16.50%
PA,12,Mifflin,"46,682",6.60%
PA,12,Northumberland,"59,064",8.40%
PA,12,Perry,"45,969",6.50%
PA,12,Potter,"17,457",2.50%
PA,12,Snyder,"39,702",5.60%
PA,12,Sullivan,"6,428",0.90%
PA,12,Susquehanna,"43,356",6.10%
PA,12,Tioga,"41,981",5.90%
PA,12,Union,"44,947",6.40%
PA,12,Wyoming,"28,276",4.00%
PA,13,Adams,"101,407",14.40%
PA,13,Bedford,"49,762",7.10%
PA,13,Blair,"127,089",18.00%
PA,13,Cambria,"50,172",7.10%
PA,13,Cumberland,"46,547",6.60%
PA,13,Franklin,"149,618",21.20%
PA,13,Fulton,"14,845",2.10%
PA,13,Huntingdon,"45,913",6.50%
PA,13,Somerset,"77,742",11.00%
PA,13,Westmoreland,"42,593",6.00%
PA,14,Fayette,"136,606",19.40%
PA,14,Greene,"38,686",5.50%
PA,14,Washington,"207,820",29.40%
PA,14,Westmoreland,"322,576",45.70%
PA,15,Armstrong,"68,941",9.80%
PA,15,Butler,"37,763",5.40%
PA,15,Cambria,"93,507",13.30%
PA,15,Cameron,"5,085",0.70%
PA,15,Centre,"64,771",9.20%
PA,15,Clarion,"39,988",5.70%
